claim_id,serial_number,part_number,claim_date,mileage,dealer_id,customer_complaint,technician_notes
WC-2024-00258,PSN-TCM3200-03623,TCM-3200,2024-05-12,252117,DLR-0002,"Called from truck stop, check trans light intermittent, shifts hard when it comes on. Started after fueling up.",TCM-3200 replaced. Main PCB fault confirmed with dealer diagnostic tool. Internal communication errors between processor and solenoid drivers on the PCB. No external damage. Connector pins clean. Board-level failure.
WC-2024-00441,PSN-SGB6500-03842,SGB-6500,2024-04-16,493172,DLR-0005,"Driver refused load, says steering wheel has excessive free play. Happened twice today.",Replaced SGB-6500 Steering Gear Box. Sector Shaft has excessive spline wear. Measured 0.008 inch play at output vs 0.002 spec. Steering wanders at highway speed requiring constant correction. Sector Shaft wear is root cause.
WC-2024-00121,PSN-TC5000-03086,TC-5000,2025-12-31,589932,DLR-0020,"Road call. turbo surging at steady throttle, can hear it cycling",Replaced TC-5000. Wastegate Valve stuck fully open. Spring broken. Unable to control boost pressure. Turbo cannot build boost above 5 PSI. All other components inspected and serviceable.
WC-2024-00347,PSN-ACM2800-01666,ACM-2800,2025-03-24,481807,DLR-0016,Compressor runs constantly but pressure barely climbs. Happened twice today.,"ACM-2800 replaced. Piston and Cylinder Kit failure. Piston ring broken into three pieces. Scoring on cylinder wall. Metal debris in discharge. Build time to governor cut-out exceeds 8 minutes, spec is 3."
WC-2024-00290,PSN-ACM2800-02764,ACM-2800,2024-01-08,556182,DLR-0023,Can hear air escaping from a discharge line fitting. Started after fueling up.,"Replaced ACM-2800. Discharge Line Assembly has cracked fitting at compressor outlet. Air leak under pressure. Line vibration fatigue at the connection point. Tightening didn't help, fitting is cracked."
WC-2024-00461,PSN-SGB6500-03187,SGB-6500,2025-09-28,211110,DLR-0016,"Driver refused load, says takes a lot more effort to turn the wheel lately. Been like this for about a week.",SGB-6500 replaced. Housing Casting cracked at mounting ear. Stress crack from frame flex. Gearbox loose on frame causing clunking and increased steering effort.
WC-2024-00349,PSN-ACM2800-01837,ACM-2800,2025-02-12,564281,DLR-0020,"Fleet down, compressor won't shut off, runs continuously. First noticed it yesterday.",ACM-2800 replaced. Governor stuck in unloaded position. Compressor running but not building pressure above 80 PSI. Governor bypass test restored normal pressure. Governor defective.
WC-2024-00072,PSN-TC5000-04493,TC-5000,2024-09-03,619736,DLR-0017,"Second time this month. turbo whine getting louder, shaft play when I checked. Driver wants a different truck.",Replaced turbo. Bearing Housing oil seal failure on exhaust side causing external oil leak and smoke. Shaft play at limit. Oil Feed Line flow tested normal. Bearing wear is the failure.
WC-2024-00127,PSN-TC5000-04472,TC-5000,2025-11-25,193628,DLR-0013,"Driver refused load, says grinding noise and loss of power at same time. Other trucks in fleet don't do this.",TC-5000 assembly replaced. Turbine Wheel failure - blade liberation event. One blade missing entirely. Scoring on housing bore. Oil Feed Line intact. Compressor side undamaged. FOD from turbine side only.
WC-2024-00004,PSN-TC5000-02821,TC-5000,2025-04-23,536823,DLR-0014,"Driver pulled off highway, terrible screeching noise from turbo area. Started after fueling up.",Replaced TC-5000. Turbine Wheel has visible blade damage - two blades cracked at root. Metal debris found in turbine housing. Bearing Housing contaminated with metal particles. Turbine Wheel fatigue failure is root cause.
WC-2024-00453,PSN-SGB6500-01976,SGB-6500,2025-07-02,426414,DLR-0004,"Second time this month. truck pulls to one side, steering feels loose. First noticed it yesterday.",SGB-6500 replaced. Piston and Rack Assembly teeth worn on one side causing uneven steering effort left vs right. Probable impact damage at some point. Rack surface pitted.
WC-2024-00222,PSN-TCM3200-04506,TCM-3200,2024-12-29,315933,DLR-0005,"Codes keep coming back after clearing, shifting rough. Driver wants a different truck.",TCM-3200 replaced. Main PCB failure caused sustained incorrect line pressure commands which damaged Solenoid Pack. Two solenoids showing burnt coils from excessive duty cycle commanded by failed board. PCB is root cause.
WC-2024-00001,PSN-TC5000-02223,TC-5000,2025-02-13,232487,DLR-0013,"Customer complaint: complete loss of boost pressure, truck barely moves loaded. Happened twice today.",Turbo replacement performed. VGT Actuator was binding intermittently. Could reproduce failure when actuator was cold. Electrical connector and wiring checked good. Issue is mechanical inside the actuator unit.
WC-2024-00047,PSN-TC5000-04483,TC-5000,2024-02-24,229488,DLR-0001,"Driver brought truck in, truck has no power going uphill with a full load. Happened twice today.",Replaced turbocharger assembly. VGT Actuator completely non-functional. Could not command any vane movement with scan tool. Electrical checks at connector passed. Internal actuator fault. Wastegate Valve operated normally when tested.
WC-2024-00110,PSN-TC5000-02370,TC-5000,2025-04-16,328028,DLR-0016,"Fleet down, oil in the intake piping, turbo seems to be leaking. Truck was fine last month.",Replaced TC-5000. Compressor Wheel seal failure allowing oil migration into charge air system. Charge air cooler contaminated. Bearing Housing oil seal on compressor side deteriorated. Compressor Wheel inducer shows light rub marks.
WC-2024-00156,PSN-TCM3200-04933,TCM-3200,2023-11-26,247958,DLR-0015,"Called from truck stop, check trans light intermittent, shifts hard when it comes on",Replaced TCM-3200. Main PCB driver circuit for shift solenoids failing intermittently. Module commands gear change but signal never reaches solenoid. Internal board trace issue. Solenoid Pack tested independently and works fine.
WC-2024-00105,PSN-TC5000-02285,TC-5000,2024-12-31,588771,DLR-0018,"Smell burning oil near turbo, low oil level. Getting worse every day.",TC-5000 replaced. Oil Feed Line partially blocked with carbon deposits. Oil starvation caused bearing damage. Shaft play now excessive. Oil line restriction is the initiating failure.
WC-2024-00353,PSN-ACM2800-00555,ACM-2800,2025-02-18,226954,DLR-0010,Repeat visit. hissing from the compressor head area. Worse in cold weather.,ACM-2800 replaced. Compressor Head valve plate eroded. Discharge valve not sealing. Compressor pumping air back and forth instead of building pressure. Head assembly failure.
WC-2024-00451,PSN-SGB6500-00820,SGB-6500,2025-09-20,199989,DLR-0019,"New driver on this truck reports front end wanders at highway speed, constant correction needed. First noticed it yesterday.",Replaced steering gearbox. Sector Shaft wear causing excessive free play. Driver cannot hold lane on highway. Adjusted to minimum lash but still exceeds spec. Shaft surfaces are worn.
WC-2024-00260,PSN-TCM3200-01604,TCM-3200,2024-12-19,210555,DLR-0010,"Brought in on tow, shifting problems start after an hour of driving. Getting worse every day.",TCM-3200 replaced. Temperature Sensor reading 30 degrees low at operating temp. Module commanding wrong shift strategy. Verified with external thermometer. Sensor failure causing inappropriate shift scheduling.
WC-2024-00499,PSN-SGB6500-04351,SGB-6500,2024-07-21,267780,DLR-0015,Steering fluid leak at one of the line connections. Happened twice today.,SGB-6500 replaced. Hydraulic Fitting Set pressure line fitting cracked. Slow fluid loss causing intermittent hard steering. Found fluid puddle at fitting. O-ring also deteriorated. Fitting replacement attempted but threads damaged.
WC-2024-00168,PSN-TCM3200-04314,TCM-3200,2024-09-10,552843,DLR-0006,Truck goes into limp mode for no reason then comes back. First noticed it yesterday.,Replaced TCM-3200 Transmission Control Module. Main PCB showing intermittent solder joint failures on the main processor. Cold solder joints visible under magnification. Reflowed connections temporarily but failure returned. PCB replacement needed.
WC-2024-00216,PSN-TCM3200-01460,TCM-3200,2025-05-25,432286,DLR-0004,"Operator called in saying shifting erratically, dealer reset codes but came back",TCM-3200 replacement. Found Main PCB ground plane deterioration causing erratic sensor readings. Module seeing phantom signals. Pressure Transducer and Temperature Sensor both verified accurate with external gauge. PCB is the problem.
WC-2024-00090,PSN-TC5000-01011,TC-5000,2025-09-25,247123,DLR-0011,"Driver reports charge air cooler full of oil, turbo related. Worse when hot outside.",Replaced TC-5000. Compressor Wheel seal failure allowing oil migration into charge air system. Charge air cooler contaminated. Bearing Housing oil seal on compressor side deteriorated. Compressor Wheel inducer shows light rub marks.
WC-2024-00274,PSN-ACM2800-00857,ACM-2800,2024-07-30,403565,DLR-0024,New driver on this truck reports air tanks take forever to build up pressure. Started after fueling up.,ACM-2800 replacement. Piston and Cylinder Kit worn - rings stuck in grooves from oil carbon. Blow-by excessive. Air Dryer Interface Gasket also oil soaked but not leaking. Piston Kit is primary.
WC-2024-00481,PSN-SGB6500-03321,SGB-6500,2023-12-15,216103,DLR-0018,"Driver pulled off highway, power steering line fitting is weeping fluid. First noticed it yesterday.",SGB-6500 replaced. Hydraulic Fitting Set pressure line fitting cracked. Slow fluid loss causing intermittent hard steering. Found fluid puddle at fitting. O-ring also deteriorated. Fitting replacement attempted but threads damaged.
WC-2024-00432,PSN-EXM4100-02781,EXM-4100,2025-11-30,312450,DLR-0021,Found melted wire loom and discolored paint near manifold. Worse when hot outside.,Replaced exhaust manifold assembly. Heat Shield material delaminating. Insulation layer gone in two spots. Wiring loom directly above shows melted outer jacket. Heat Shield failure is root cause of thermal damage.
WC-2024-00219,PSN-TCM3200-00995,TCM-3200,2025-10-27,600835,DLR-0010,"Driver says since last service limp mode on cold mornings, clears after 20 minutes",TCM-3200 swap. Main PCB diagnosed as root cause of intermittent shift faults. Power supply section of the board shows thermal discoloration. Board is failing under heat soak conditions. Firmware version current.
WC-2024-00220,PSN-TCM3200-04428,TCM-3200,2024-09-07,224932,DLR-0009,"Repeat visit. trans fine in morning, terrible in afternoon heat. Happened twice today.",TCM-3200 replaced. Temperature Sensor reading 30 degrees low at operating temp. Module commanding wrong shift strategy. Verified with external thermometer. Sensor failure causing inappropriate shift scheduling.
WC-2024-00226,PSN-TCM3200-02640,TCM-3200,2023-12-09,624554,DLR-0025,"Customer complaint: shifts are rough one day smooth the next, no pattern. Third driver to complain about this unit.",Replaced TCM-3200. Main PCB fault causing erratic pressure commands. Extended operation burned out the Pressure Transducer from constant overcurrent sensing requests. Main PCB failure is primary.
WC-2024-00321,PSN-ACM2800-02709,ACM-2800,2025-09-12,577333,DLR-0008,Customer complaint: air pressure drops when sitting at idle. Can't keep running like this.,ACM-2800 replaced due to Piston and Cylinder Kit wear. Build time to 120 PSI over 7 minutes. Spec is under 3 minutes. Bore measurement confirms taper and out of round. Governor cutting in and out normally.
WC-2024-00336,PSN-ACM2800-02103,ACM-2800,2025-07-17,644321,DLR-0012,Driver reports slow pressure build and oil in the air tanks. Driver wants a different truck.,ACM-2800 replaced. Piston and Cylinder Kit failure causing oil to pass into air system. Oil contamination destroyed the Air Dryer Interface Gasket downstream. Both failed but Piston Kit is root cause.
WC-2024-00203,PSN-TCM3200-02804,TCM-3200,2024-10-21,251144,DLR-0017,"Brought in on tow, trans shifts fine then suddenly bangs into third gear. Truck was fine last month.",Replaced TCM-3200. Main PCB driver circuit for shift solenoids failing intermittently. Module commands gear change but signal never reaches solenoid. Internal board trace issue. Solenoid Pack tested independently and works fine.
WC-2024-00199,PSN-TCM3200-04152,TCM-3200,2025-03-18,596965,DLR-0014,"Customer says trans slams into gear sometimes, other times perfect",Replaced TCM-3200. Main PCB fault causing erratic pressure commands. Extended operation burned out the Pressure Transducer from constant overcurrent sensing requests. Main PCB failure is primary.
WC-2024-00210,PSN-TCM3200-04895,TCM-3200,2025-04-08,607157,DLR-0004,"Came in for PM, driver mentioned truck goes into limp mode for no reason then comes back. Driver wants a different truck.",TCM-3200 replacement. Found Main PCB ground plane deterioration causing erratic sensor readings. Module seeing phantom signals. Pressure Transducer and Temperature Sensor both verified accurate with external gauge. PCB is the problem.
WC-2024-00275,PSN-ACM2800-00997,ACM-2800,2023-12-17,185165,DLR-0022,"Fleet down, air tanks won't fill to cutoff anymore. Only happens when loaded.",ACM-2800 replaced. Piston and Cylinder Kit worn. Excessive oil carryover into air system. Oil found in air tanks and air dryer was saturated. Cylinder Kit causing both pressure loss and oil contamination.
WC-2024-00297,PSN-ACM2800-00328,ACM-2800,2024-03-28,470012,DLR-0018,"Brought in on tow, compressor intake filter soaked with oil. Only happens when loaded.",ACM-2800 replaced. Intake Filter completely oil saturated and restricted. Compressor starving for air. Output reduced but cylinder and rings check OK. Filter failure from oil contamination source unknown.
WC-2024-00466,PSN-SGB6500-00903,SGB-6500,2025-06-22,592822,DLR-0017,Repeat visit. steering wheel has excessive free play. Truck has 592k miles.,SGB-6500 replaced. Sector Shaft bearing surface worn creating play in the gear mesh. Steering has dead zone in center. Adjustment cannot compensate for shaft wear. Need full unit replacement.
WC-2024-00454,PSN-SGB6500-00229,SGB-6500,2024-08-12,160720,DLR-0016,"Fleet manager called, driver says steering feels vague, truck drifts in the lane. Need this truck back ASAP.",Replaced SGB-6500 Steering Gear Box. Sector Shaft has excessive spline wear. Measured 0.008 inch play at output vs 0.002 spec. Steering wanders at highway speed requiring constant correction. Sector Shaft wear is root cause.
WC-2024-00030,PSN-TC5000-02109,TC-5000,2025-07-03,213934,DLR-0010,"Driver pulled off highway, turbo lag is getting worse every day",TC-5000 assembly removed. VGT Actuator electrical failure - open circuit in actuator motor winding. Connector pins clean and tight. Wiring harness continuity good to ECM. Internal actuator motor failure.
WC-2024-00029,PSN-TC5000-04676,TC-5000,2025-01-13,176805,DLR-0021,"Customer says check engine light on, feels like turbo isn't kicking in. Truck has 176k miles.","Replaced turbo assembly. VGT Actuator failed causing erratic boost. Prolonged operation in this condition caused excessive heat cycling on the Heat Shield which is now warped and cracking. VGT Actuator is root cause, Heat Shield is collateral damage."
WC-2024-00111,PSN-TC5000-01218,TC-5000,2024-09-16,256554,DLR-0003,"Customer says turbo smoking badly, low oil pressure warning. Been like this for about a week.",TC-5000 replaced. Oil Feed Line partially blocked with carbon deposits. Oil starvation caused bearing damage. Shaft play now excessive. Oil line restriction is the initiating failure.
WC-2024-00354,PSN-ACM2800-00622,ACM-2800,2024-06-04,590329,DLR-0015,"Driver pulled off highway, can hear air escaping from a discharge line fitting. Happened on I-90 westbound.","Replaced ACM-2800. Discharge Line Assembly has cracked fitting at compressor outlet. Air leak under pressure. Line vibration fatigue at the connection point. Tightening didn't help, fitting is cracked."
WC-2024-00496,PSN-SGB6500-04765,SGB-6500,2025-06-12,423448,DLR-0024,"Called from truck stop, truck pulls to one side, steering feels loose",SGB-6500 replaced. Piston and Rack Assembly teeth worn on one side causing uneven steering effort left vs right. Probable impact damage at some point. Rack surface pitted.
WC-2024-00265,PSN-TCM3200-03364,TCM-3200,2025-01-18,336884,DLR-0023,"Brought in on tow, transmission loses communication going over railroad tracks. Truck has 336k miles.",TCM-3200 replaced. Wiring Harness internal break in shielding causing electromagnetic interference. Fault only appears near certain radio towers. Replaced harness section and module.
WC-2024-00341,PSN-ACM2800-01270,ACM-2800,2025-06-30,385715,DLR-0009,"Air compressor cycling rapidly, never settles. Started after fueling up.",ACM-2800 replaced. Governor stuck in unloaded position. Compressor running but not building pressure above 80 PSI. Governor bypass test restored normal pressure. Governor defective.
WC-2024-00150,PSN-TC5000-02616,TC-5000,2025-07-04,607460,DLR-0008,"Customer complaint: over-boosting on cold starts, boost gauge pegged. Truck was fine last month.",Replaced TC-5000. Wastegate Valve stuck fully open. Spring broken. Unable to control boost pressure. Turbo cannot build boost above 5 PSI. All other components inspected and serviceable.
WC-2024-00320,PSN-ACM2800-02086,ACM-2800,2024-06-10,444067,DLR-0010,Customer complaint: compressor struggles to maintain system pressure. Worse in cold weather.,ACM-2800 swap. Piston and Cylinder Kit failure confirmed with leak-down test. 60 percent leakage past rings at TDC. Normal is under 15 percent. Cylinder has vertical scoring. Compressor head gasket still sealing.
WC-2024-00158,PSN-TCM3200-00296,TCM-3200,2025-01-10,287834,DLR-0013,"Driver says since last service trans slams into gear sometimes, other times perfect. Only happens when loaded.",TCM-3200 swap. Main PCB diagnosed as root cause of intermittent shift faults. Power supply section of the board shows thermal discoloration. Board is failing under heat soak conditions. Firmware version current.
WC-2024-00237,PSN-TCM3200-00687,TCM-3200,2025-07-04,258903,DLR-0009,"Driver refused load, says intermittent communication error with trans module",Replaced TCM-3200. Found Wiring Harness chafed against frame bracket. Intermittent short on CAN bus line causing communication dropouts. Repaired harness routing but replaced module as precaution due to possible ECM damage from shorts.
WC-2024-00157,PSN-TCM3200-03007,TCM-3200,2025-01-20,73712,DLR-0004,"Fleet down, transmission shifting all over the place randomly. Can't keep running like this.",TCM-3200 replaced. Main PCB analog to digital converter failing. Module reading incorrect voltage from all pressure sensors even though sensor output is correct. Board-level ADC chip failure.
WC-2024-00314,PSN-ACM2800-04344,ACM-2800,2024-06-08,469689,DLR-0007,"Operator called in saying compressor won't shut off, runs continuously. Other trucks in fleet don't do this.",Replaced ACM-2800. Governor not maintaining proper cut-in and cut-out pressure. Cycling between 95 and 105 PSI instead of 100 and 130. Diaphragm has small tear. Governor failure only.
WC-2024-00381,PSN-EXM4100-02368,EXM-4100,2025-01-12,393849,DLR-0017,"Burning smell from engine, wiring looks melted near exhaust. Getting worse every day.",Replaced exhaust manifold assembly. Heat Shield material delaminating. Insulation layer gone in two spots. Wiring loom directly above shows melted outer jacket. Heat Shield failure is root cause of thermal damage.
WC-2024-00306,PSN-ACM2800-01768,ACM-2800,2025-05-19,313685,DLR-0008,"Fleet manager called, driver says low air warning keeps coming on during city driving. Third driver to complain about this unit.",ACM-2800 replacement. Piston and Cylinder Kit worn - rings stuck in grooves from oil carbon. Blow-by excessive. Air Dryer Interface Gasket also oil soaked but not leaking. Piston Kit is primary.
WC-2024-00366,PSN-ACM2800-02321,ACM-2800,2024-05-25,620423,DLR-0011,Customer complaint: slow pressure build and oil in the air tanks. Worse when hot outside.,Replaced ACM-2800. Piston and Cylinder Kit is root cause. Piston wrist pin shows wear allowing piston rock. Cylinder bore tapered 0.003 inches. Governor and Unloader Valve functioning normally.
WC-2024-00455,PSN-SGB6500-02885,SGB-6500,2024-01-15,454717,DLR-0011,Power steering feels like it's not working sometimes. Started after fueling up.,SGB-6500 replaced. Housing Casting cracked at mounting ear. Stress crack from frame flex. Gearbox loose on frame causing clunking and increased steering effort.
WC-2024-00041,PSN-TC5000-00703,TC-5000,2025-04-12,305487,DLR-0003,"Operator called in saying engine derate on grades, turbo whistle sounds wrong. First noticed it yesterday.",Turbo replacement performed. VGT Actuator was binding intermittently. Could reproduce failure when actuator was cold. Electrical connector and wiring checked good. Issue is mechanical inside the actuator unit.
WC-2024-00117,PSN-TC5000-02451,TC-5000,2025-04-30,336556,DLR-0016,Customer complaint: high pitched whine from engine compartment. Third driver to complain about this unit.,Replaced TC-5000. Turbine Wheel has visible blade damage - two blades cracked at root. Metal debris found in turbine housing. Bearing Housing contaminated with metal particles. Turbine Wheel fatigue failure is root cause.
WC-2024-00249,PSN-TCM3200-03219,TCM-3200,2025-10-06,299702,DLR-0018,"Brought in on tow, trans acts up only when it's really hot outside. Driver wants a different truck.",TCM-3200 replaced. Temperature Sensor reading 30 degrees low at operating temp. Module commanding wrong shift strategy. Verified with external thermometer. Sensor failure causing inappropriate shift scheduling.
WC-2024-00447,PSN-SGB6500-03868,SGB-6500,2024-03-25,485812,DLR-0007,"Came in for PM, driver mentioned steering has a lot of play, wanders on the highway. Truck has 485k miles.",Replaced steering gearbox. Sector Shaft wear causing excessive free play. Driver cannot hold lane on highway. Adjusted to minimum lash but still exceeds spec. Shaft surfaces are worn.
WC-2024-00020,PSN-TC5000-03450,TC-5000,2025-09-29,346469,DLR-0002,"Driver brought truck in, blue smoke at startup and oil everywhere in the intake",Replaced TC-5000. Compressor Wheel seal failure allowing oil migration into charge air system. Charge air cooler contaminated. Bearing Housing oil seal on compressor side deteriorated. Compressor Wheel inducer shows light rub marks.
WC-2024-00364,PSN-ACM2800-02840,ACM-2800,2025-06-29,600275,DLR-0012,"Driver brought truck in, compressor won't shut off, runs continuously. Getting worse every day.",ACM-2800 replaced. Governor stuck in unloaded position. Compressor running but not building pressure above 80 PSI. Governor bypass test restored normal pressure. Governor defective.
WC-2024-00428,PSN-EXM4100-03708,EXM-4100,2025-10-31,145101,DLR-0003,Second time this month. can smell exhaust in the cab at idle,EXM-4100 replaced. Gasket Set leaking at two cylinder ports. Exhaust soot pattern visible on gasket faces. Ticking noise confirmed as exhaust leak. Manifold Casting surface inspected - no cracks.
WC-2024-00362,PSN-ACM2800-03601,ACM-2800,2024-03-04,416009,DLR-0017,"Operator called in saying oil contamination in the air dryer, leaking at gasket. First noticed it yesterday.",ACM-2800 replaced. Air Dryer Interface Gasket blown out. Air leak between compressor discharge and air dryer inlet. Gasket material deteriorated. Connection retorqued but gasket won't seal.
WC-2024-00174,PSN-TCM3200-02981,TCM-3200,2023-11-05,205750,DLR-0004,"Brought in on tow, shifts are rough one day smooth the next, no pattern. Only happens when loaded.",Replaced transmission control module. Main PCB has micro-crack in power trace visible under scope. Fault intermittent - vibration and temperature dependent. Solenoid Pack resistance values all normal. PCB defect only.
WC-2024-00028,PSN-TC5000-01442,TC-5000,2024-03-14,119077,DLR-0021,"Fleet down, engine feels choked, no turbo response when I floor it. Getting worse every day.","Full turbo replacement. VGT Actuator response time exceeding 2 seconds, should be under 200ms. Slow response causing boost control issues. Cleaned and tested - still slow. Bearing Housing oil supply adequate."
WC-2024-00322,PSN-ACM2800-04874,ACM-2800,2024-04-05,640573,DLR-0022,Operator called in saying slow pressure build and oil in the air tanks. Other trucks in fleet don't do this.,ACM-2800 replaced due to Piston and Cylinder Kit wear. Build time to 120 PSI over 7 minutes. Spec is under 3 minutes. Bore measurement confirms taper and out of round. Governor cutting in and out normally.
WC-2024-00096,PSN-TC5000-04787,TC-5000,2025-02-19,537334,DLR-0014,"Turbo surging at steady throttle, can hear it cycling. First noticed it yesterday.",Replaced TC-5000. Wastegate Valve stuck fully open. Spring broken. Unable to control boost pressure. Turbo cannot build boost above 5 PSI. All other components inspected and serviceable.
WC-2024-00282,PSN-ACM2800-00718,ACM-2800,2024-01-01,582063,DLR-0009,"Operator called in saying takes 10 minutes to build air, used to take 3. Happened on I-90 westbound.",Replaced ACM-2800 Air Compressor Assembly. Piston and Cylinder Kit worn beyond service limits. Cylinder bore out of round by 0.004 inches. Piston ring end gap excessive at 0.035 inches vs 0.015 max. Compressor cannot maintain adequate volume output.
WC-2024-00247,PSN-TCM3200-01273,TCM-3200,2024-03-06,321590,DLR-0015,"Driver refused load, says shifting problems start after an hour of driving. Need this truck back ASAP.",TCM-3200 replaced. Temperature Sensor reading 30 degrees low at operating temp. Module commanding wrong shift strategy. Verified with external thermometer. Sensor failure causing inappropriate shift scheduling.
WC-2024-00307,PSN-ACM2800-02111,ACM-2800,2024-02-22,406249,DLR-0014,"Driver says since last service compressor won't unload, runs hot all the time. Worse when hot outside.","Replaced ACM-2800. Unloader Valve stuck in loaded position. Compressor running hot, head temperature over 350F. Unloader piston corroded in bore. Valve failure causing overheating."
WC-2024-00251,PSN-TCM3200-02849,TCM-3200,2024-07-04,576248,DLR-0003,"Driver pulled off highway, shift points make no sense for the load we're carrying",TCM-3200 replaced. Firmware Chip not accepting adaptive learning updates. Transmission never optimizes shift points. Module stuck on default calibration. Reprogramming attempts failed. Chip defect suspected.
WC-2024-00340,PSN-ACM2800-02772,ACM-2800,2025-05-08,526686,DLR-0006,"Operator called in saying air pressure won't hold, compressor cycling nonstop. Driver wants a different truck.",ACM-2800 replaced due to Piston and Cylinder Kit wear. Build time to 120 PSI over 7 minutes. Spec is under 3 minutes. Bore measurement confirms taper and out of round. Governor cutting in and out normally.
WC-2024-00449,PSN-SGB6500-02096,SGB-6500,2023-11-09,155451,DLR-0016,"Driver pulled off highway, steering effort is way higher than normal. Need this truck back ASAP.","Replaced SGB-6500. Housing Casting has internal porosity causing pressure loss. Power steering effort increased. External housing shows weeping at casting seam. Cannot repair, replacement required."
WC-2024-00495,PSN-SGB6500-04918,SGB-6500,2025-09-09,145899,DLR-0019,Repeat visit. takes a lot more effort to turn the wheel lately. Truck has 145k miles.,"Replaced SGB-6500. Housing Casting has internal porosity causing pressure loss. Power steering effort increased. External housing shows weeping at casting seam. Cannot repair, replacement required."
WC-2024-00276,PSN-ACM2800-04731,ACM-2800,2024-08-26,446435,DLR-0001,"Fleet manager called, driver says low air warning keeps coming on during city driving",Replaced air compressor. Piston and Cylinder Kit causing slow build. Driver reports low air warnings during stop and go driving. Compressor output insufficient for brake system demand. Kit is shot.
WC-2024-00427,PSN-EXM4100-01974,EXM-4100,2024-07-18,347263,DLR-0004,"Fleet down, temp gauge for exhaust is reading crazy numbers. Happened on I-90 westbound.",EXM-4100 replaced. Pyrometer Boss thread seal failed. Getting false EGT readings. Pyrometer seating surface eroded from exhaust gas blow-by. Sensor readings unreliable.
WC-2024-00002,PSN-TC5000-02833,TC-5000,2025-01-10,139200,DLR-0012,New driver on this truck reports grinding noise and loss of power at same time. Can't keep running like this.,Replaced TC-5000. Turbine Wheel has visible blade damage - two blades cracked at root. Metal debris found in turbine housing. Bearing Housing contaminated with metal particles. Turbine Wheel fatigue failure is root cause.
WC-2024-00335,PSN-ACM2800-00364,ACM-2800,2025-02-06,202856,DLR-0010,Air leak in the line between compressor and first tank. First noticed it yesterday.,"Replaced ACM-2800. Discharge Line Assembly has cracked fitting at compressor outlet. Air leak under pressure. Line vibration fatigue at the connection point. Tightening didn't help, fitting is cracked."
WC-2024-00358,PSN-ACM2800-00826,ACM-2800,2024-12-23,258596,DLR-0001,"Driver says since last service air leaking from the compressor, can hear it. Other trucks in fleet don't do this.",Replaced ACM-2800. Compressor Head cracked at discharge port. Audible air leak when compressor loaded. Head gasket intact but head casting has fatigue crack. Compressor Head failure.
WC-2024-00231,PSN-TCM3200-01007,TCM-3200,2025-10-19,120137,DLR-0012,Customer complaint: trans fault codes appear and disappear randomly. Truck was fine last month.,Replaced TCM-3200. Found Wiring Harness chafed against frame bracket. Intermittent short on CAN bus line causing communication dropouts. Repaired harness routing but replaced module as precaution due to possible ECM damage from shorts.
WC-2024-00130,PSN-TC5000-00773,TC-5000,2024-06-20,224727,DLR-0003,Customer says turbo sounds like it's coming apart. Happened twice today.,TC-5000 assembly replaced. Turbine Wheel failure - blade liberation event. One blade missing entirely. Scoring on housing bore. Oil Feed Line intact. Compressor side undamaged. FOD from turbine side only.
WC-2024-00323,PSN-ACM2800-03651,ACM-2800,2024-08-02,198695,DLR-0001,"Fleet down, air leak at the compressor, pressure drops at idle. Worse in cold weather.",ACM-2800 replaced. Compressor Head valve plate eroded. Discharge valve not sealing. Compressor pumping air back and forth instead of building pressure. Head assembly failure.
WC-2024-00026,PSN-TC5000-01379,TC-5000,2024-12-29,94795,DLR-0018,"Came in for PM, driver mentioned boost comes and goes, mostly goes lately",Replaced TC-5000 Turbocharger Assembly. Found VGT Actuator stuck in partially open position. Vane ring not responding to electronic commands. Actuator rod showed signs of carbon buildup preventing full travel. No other sub-components showed damage.
WC-2024-00055,PSN-TC5000-01109,TC-5000,2025-06-19,157113,DLR-0025,"Power loss under load, been getting worse for 2 weeks. Truck was fine last month.",Replaced TC-5000 turbo. VGT Actuator found mechanically locked in mid-position. Applied manual force to free it but returned to stuck position under exhaust load. Oil Feed Line checked clear. Heat Shield secure.
WC-2024-00450,PSN-SGB6500-03432,SGB-6500,2025-05-05,402558,DLR-0008,Driver reports steering wanders badly at highway speed. Need this truck back ASAP.,Replaced SGB-6500. Piston and Rack Assembly seal leaking internally. Power assist working but steering wanders as fluid bypasses the piston. External leak test passed. Internal bypass confirmed on bench.
WC-2024-00469,PSN-SGB6500-04989,SGB-6500,2025-05-14,108269,DLR-0011,"Road call. steering fluid leak at the input shaft, low fluid. Worse when hot outside.",Replaced SGB-6500. Input Shaft Seal leaking power steering fluid at the column connection. Fluid on the floor under the dash. Seal has hardened and cracked from age. No shaft damage.
WC-2024-00400,PSN-EXM4100-01844,EXM-4100,2025-09-29,141530,DLR-0006,"Driver pulled off highway, burning plastic smell after pulling grades. Been like this for about a week.",EXM-4100 swap. Heat Shield has multiple fractures. Thermal imaging showed surface temps 400F higher than sister truck. Found early stage heat discoloration on Expansion Joint bellows directly behind missing Heat Shield section.
WC-2024-00075,PSN-TC5000-03030,TC-5000,2025-02-05,606619,DLR-0007,"Turbo smoking badly, low oil pressure warning",TC-5000 replaced. Oil Feed Line partially blocked with carbon deposits. Oil starvation caused bearing damage. Shaft play now excessive. Oil line restriction is the initiating failure.
